,id,created_at,original_text,clean_text,retweet_count,hashtags,mentions,original_author
648,1263475886445039616,2020-05-21 14:25:00+00:00,"When I launched my campaign, I said we were in a battle for the soul of the nation — we’re seeing that soul on full display. Folks are reaching out to help one another and doing truly heroic things. It makes me so proud.",launch campaign say battle soul nation see soul display folk reach help truly heroic thing make proud,12913,<UNK>,<UNK>,JoeBiden
649,1263280851128930304,2020-05-21 01:30:00+00:00,This shouldn’t be a partisan issue. We need to ensure every single eligible American can safely make their voice heard this November.,partisan issue need ensure single eligible American safely voice hear November,10966,<UNK>,<UNK>,JoeBiden
650,1263269526721855488,2020-05-21 00:45:00+00:00,We don't have a food shortage problem — we have a leadership problem.,food shortage problem leadership problem,8318,<UNK>,<UNK>,JoeBiden
651,1263259697177677826,2020-05-21 00:05:56+00:00,"Donald Trump is using a global health crisis as an excuse to deport children and continue separating families. It's heartless and un-American. People across the political spectrum rejected these policies before, and will do so again, because they know families belong together.",Donald Trump global health crisis excuse deport child continue separate family heartless american People political spectrum reject policy know family belong,5151,<UNK>,<UNK>,JoeBiden
652,1263250653318656002,2020-05-20 23:30:00+00:00,"Folks, I’m excited to share that we’re hosting a grassroots fundraiser with @PeteButtigieg. Grassroots donors are the backbone of our campaign — and I want to thank you for all your support. Chip in any amount to join us Friday afternoon:",folk excited share host grassroots fundraiser @PeteButtigieg grassroot donor backbone campaign want thank support chip join Friday afternoon,2501,<UNK>,@PeteButtigieg,JoeBiden
653,1263233036243603457,2020-05-20 22:20:00+00:00,"My heart and Jill's go out to the people of Midland, Michigan, experiencing another crisis in the midst of this pandemic.",heart Jill people Midland Michigan experience crisis midst pandemic,4362,<UNK>,<UNK>,JoeBiden
654,1263215923374305280,2020-05-20 21:12:00+00:00,Donald Trump needs to do his job and implement a national testing strategy.,Donald Trump need implement national testing strategy,14597,<UNK>,<UNK>,JoeBiden
655,1263185976089890816,2020-05-20 19:13:00+00:00,"From my home in Delaware to Milwaukee, Wisconsin — join us for a virtual rally at 3:30 PM CT: http://JoeBiden.com/Live",home Delaware Milwaukee Wisconsin join virtual rally 3:30,1513,<UNK>,<UNK>,JoeBiden
656,1263150426477727750,2020-05-20 16:51:44+00:00,Donald Trump has failed to provide for our nurses and doctors on the frontlines. Now he’s short-changing our troops and their families. Unacceptable.,Donald Trump fail provide nurse doctor frontline short change troop family unacceptable,7450,<UNK>,<UNK>,JoeBiden
657,1263144955867885568,2020-05-20 16:30:00+00:00,"Now more than ever, we need a president who will choose to unite rather than divide.",need president choose unite divide,16280,<UNK>,<UNK>,JoeBiden
658,1263112240510627841,2020-05-20 14:20:00+00:00,"When we emerge from this crisis, we can’t just go back to the way things were before. We need to take this country to a place we’ve never been. Where we finally live up to our highest ideals and everyone gets a full share of the American dream.",emerge crisis thing need country place finally live high ideal get share american dream,9103,<UNK>,<UNK>,JoeBiden
659,1262932298082799624,2020-05-20 02:24:58+00:00,"Congratulations to Dr. @iingwen on the start of her second term. Taiwan’s thriving democracy and response to COVID-19 are an example to the world. America’s support for Taiwan must remain strong, principled, and bipartisan.",congratulation @iingwen start second term Taiwan thrive democracy response COVID-19 example world America support Taiwan remain strong principle bipartisan,2266,<UNK>,@iingwen,JoeBiden
660,1262910915768315904,2020-05-20 01:00:00+00:00,The United States of America has always emerged stronger from every trial and tribulation — and we will again. We will overcome this.,United States America emerge strong trial tribulation overcome,8627,<UNK>,<UNK>,JoeBiden
661,1262897980799102976,2020-05-20 00:08:36+00:00,"Fundamentally, this is about whose side the government is on and whether it is accountable to the American people. This is a case I will continue to make, and if elected president will deliver on.",fundamentally government accountable american people case continue elect president deliver,3560,<UNK>,<UNK>,JoeBiden
